OBJECTID,ID,Year,Reported Date,Occurred Date,Weekday,Hate Crime Type,Hate Crime Motivation,Offence Category,Neighbourhood,Sector,Division,Census Tract,Ward,Councillor,Offence Type
1314,1314,2025,3/7/2025 5:00:00 AM,3/7/2025 5:00:00 AM,Friday,Immigrants/Newcomers to Canada,Immigrants/Newcomers to Canada,Assault With Weapon Or Cbh Lv2,Lowertown,Sector 24,Central,5050053.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1315,1315,2025,3/11/2025 5:00:00 AM,3/11/2025 5:00:00 AM,Tuesday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Wilful Promotion Of Hatred,Orléans Queenswood Heights,Sector 31,East,5050170.05,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
1316,1316,2025,3/12/2025 5:00:00 AM,12/20/2024 5:00:00 AM,Friday,Race/Ethnicity,Other East and Southeast Asian not mentioned above,Harass Communications,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050005.00,Ward 18 - Alta Vista,Marty Carr,Criminal
1317,1317,2025,3/13/2025 5:00:00 AM,3/13/2025 5:00:00 AM,Thursday,Race/Ethnicity,Black,Mischief To Property,Civic Hospital-Central Park,Sector 21,Central,5050034.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1318,1318,2025,3/13/2025 5:00:00 AM,3/13/2025 5:00:00 AM,Thursday,Sexual Orientation,LGBTQ2+,Assault With Weapon Or Cbh Lv2,Stittsville,Sector 13,West,5050300.01,Ward 4 - Kanata North,Cathy Curry,Criminal
1319,1319,2025,3/13/2025 5:00:00 AM,3/13/2025 5:00:00 AM,Thursday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Harass Race/Religion,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.21,Ward 24 - Barrhaven East,Wilson Lo,Non-Criminal
1320,1320,2025,3/13/2025 5:00:00 AM,3/13/2025 5:00:00 AM,Thursday,Race/Ethnicity,Black,Mischief To Property,Orléans Queenswood Heights,Sector 31,East,5050170.03,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
1321,1321,2025,3/14/2025 5:00:00 AM,3/14/2025 5:00:00 AM,Friday,Religion,Muslim (Islam),Mischief To Property,Hintonburg - Mechanicsville,Sector 21,Central,5050043.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1322,1322,2025,3/17/2025 5:00:00 AM,3/7/2025 5:00:00 AM,Friday,Race/Ethnicity,Black,B&E Non-Res.Prop/Commercial,Richmond,Sector 12,West,5050151.03,Ward 21 - Rideau-Jock,David Brown,Criminal
1323,1323,2025,3/18/2025 5:00:00 AM,3/18/2025 5:00:00 AM,Tuesday,Race/Ethnicity,Chinese,Harass Communications,Riverside South - Leitrim,Sector 35,East,5050126.04,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,Criminal
1324,1324,2025,3/18/2025 5:00:00 AM,3/18/2025 5:00:00 AM,Tuesday,Religion,Jewish,Mischief To Property,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050001.10,Ward 16 - River,Riley Brockington,Criminal
1325,1325,2025,3/19/2025 5:00:00 AM,3/19/2025 5:00:00 AM,Wednesday,Race/Ethnicity,Black,Harass Crim Stalking,CFB Rockcliffe-NRC,Sector 32,East,5050062.02,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
1326,1326,2025,3/19/2025 5:00:00 AM,3/15/2025 5:00:00 AM,Saturday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Harass Communications,Hunt Club South Industrial,Sector 17,West,5050130.01,Ward 9 - Knoxdale-Merivale,Sean Devine,Criminal
1327,1327,2025,3/22/2025 5:00:00 AM,3/2/2025 5:00:00 AM,Sunday,Race/Ethnicity,Chinese,Assault With Weapon Or Cbh Lv2,Briar Green - Leslie Park,Sector 15,West,5050137.04,Ward 8 - College,Laine Johnson,Criminal
1328,1328,2025,3/24/2025 5:00:00 AM,3/24/2025 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,South Keys - Heron Gate - Greenboro West,Sector 35,East,5050001.04,Ward 10 - Gloucester-Southgate,Jessica Bradley,Non-Criminal
1329,1329,2025,3/24/2025 5:00:00 AM,3/24/2025 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
1330,1330,2025,3/26/2025 5:00:00 AM,3/25/2025 5:00:00 AM,Tuesday,Sexual Orientation,LGBTQ2+,Mischief To Property,Hintonburg - Mechanicsville,Sector 21,Central,5050045.01,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1331,1331,2025,3/26/2025 5:00:00 AM,3/26/2025 5:00:00 AM,Wednesday,Religion,Jewish,Mischief To Property,Chapman Mills - Rideau Crest - Davidson Heights,Sector 16,West,5050141.13,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1332,1332,2025,3/28/2025 5:00:00 AM,3/28/2025 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Hintonburg - Mechanicsville,Sector 21,Central,5050043.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1333,1333,2025,3/29/2025 5:00:00 AM,3/29/2025 5:00:00 AM,Saturday,Race/Ethnicity,Other East and Southeast Asian not mentioned above,Assault Level 1,Byward Market,Sector 24,Central,5050055.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1334,1334,2025,3/30/2025 5:00:00 AM,3/29/2025 5:00:00 AM,Saturday,Race/Ethnicity,Black,Harass Communications,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.25,Ward 3 - Barrhaven West,David Hill,Criminal
1335,1335,2025,3/30/2025 5:00:00 AM,3/30/2025 5:00:00 AM,Sunday,Race/Ethnicity,Black,B&E Non-Res.Prop/Commercial,Cummings,Sector 32,East,5050061.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
1336,1336,2025,3/30/2025 5:00:00 AM,3/30/2025 5:00:00 AM,Sunday,Religion,Jewish,Disturbance Rel Worship/Meet,Hintonburg - Mechanicsville,Sector 21,Central,5050046.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1337,1337,2025,3/31/2025 5:00:00 AM,3/31/2025 5:00:00 AM,Monday,Gender,LGBTQ2+,Robbery Extortion,Manotick East,Sector 36,East,5050191.01,Ward 20 - Osgoode,Isabelle Skalski,Criminal
1338,1338,2025,3/31/2025 5:00:00 AM,3/29/2025 5:00:00 AM,Saturday,Other Similar Factor,non,Suspicious Person(S),Centretown,Sector 23,Central,5050037.02,Ward 14 - Somerset,Ariel Troster,Non-Criminal
1339,1339,2025,4/1/2025 5:00:00 AM,6/14/2024 5:00:00 AM,Friday,Religion,Other Christian Religion,Assault Aggravated Lvl 3,Beacon Hill South - Cardinal Heights,Sector 32,East,5050121.02,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
1340,1340,2025,4/3/2025 5:00:00 AM,4/2/2025 5:00:00 AM,Wednesday,Religion,Jewish,Mischief To Property,Barrhaven,Sector 16,West,5050140.07,Ward 3 - Barrhaven West,David Hill,Criminal
1341,1341,2025,4/7/2025 5:00:00 AM,4/7/2025 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,Rothwell Heights - Beacon Hill North,Sector 32,East,5050120.03,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Non-Criminal
1342,1342,2025,4/7/2025 5:00:00 AM,4/7/2025 5:00:00 AM,Monday,Immigrants/Newcomers to Canada,Immigrants/Newcomers to Canada,Harass Crim Stalking,Orléans Central,Sector 31,East,5050170.10,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
1343,1343,2025,4/7/2025 5:00:00 AM,4/7/2025 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,West Centertown,Sector 22,Central,5050042.00,Ward 14 - Somerset,Ariel Troster,Criminal
1344,1344,2025,4/7/2025 5:00:00 AM,4/7/2025 5:00:00 AM,Monday,Religion,Jewish,Threatening Communications,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
1345,1345,2025,4/9/2025 5:00:00 AM,4/9/2025 5:00:00 AM,Wednesday,Sexual Orientation,LGBTQ2+,Mischief To Property,Beacon Hill South - Cardinal Heights,Sector 32,East,5050121.02,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
1346,1346,2025,4/10/2025 5:00:00 AM,4/10/2025 5:00:00 AM,Thursday,Religion,Jewish,Mischief To Property,Carlington,Sector 21,Central,5050022.00,Ward 16 - River,Riley Brockington,Criminal
1347,1347,2025,4/11/2025 5:00:00 AM,4/11/2025 5:00:00 AM,Friday,Religion,Muslim (Islam),Assault Under 16,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050007.02,Ward 18 - Alta Vista,Marty Carr,Criminal
1348,1348,2025,4/12/2025 5:00:00 AM,4/12/2025 5:00:00 AM,Saturday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Assault Level 1,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1349,1349,2025,4/13/2025 5:00:00 AM,4/11/2025 5:00:00 AM,Friday,Religion,Jewish,Harass Communications,Laurentian,Sector 14,West,5050032.02,Ward 7 - Bay,Theresa Kavanagh,Criminal
1350,1350,2025,4/14/2025 5:00:00 AM,4/7/2025 5:00:00 AM,Monday,Race/Ethnicity,Black,Mischief To Property,Bridlewood - Emerald Meadows,Sector 13,West,5050161.04,Ward 23 - Kanata South,Allan Hubley,Criminal
1351,1351,2025,4/14/2025 5:00:00 AM,4/11/2025 5:00:00 AM,Friday,Religion,Muslim (Islam),Mischief To Property,Carleton University,Sector 22,Central,5050020.01,Ward 17 - Capital,Shawn Menard,Criminal
1352,1352,2025,4/15/2025 5:00:00 AM,3/26/2025 5:00:00 AM,Wednesday,Religion,Jewish,Mischief To Property,Chapman Mills - Rideau Crest - Davidson Heights,Sector 16,West,5050141.13,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1353,1353,2025,4/16/2025 5:00:00 AM,4/9/2025 5:00:00 AM,Wednesday,Religion,Jewish,Mischief To Property,Cityview - Skyline - Fisher Heights,Sector 17,West,5050132.00,Ward 9 - Knoxdale-Merivale,Sean Devine,Criminal
1354,1354,2025,4/18/2025 5:00:00 AM,4/16/2025 5:00:00 AM,Wednesday,Immigrants/Newcomers to Canada,Immigrants/Newcomers to Canada,Mischief To Property,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.03,Ward 23 - Kanata South,Allan Hubley,Criminal
1355,1355,2025,4/19/2025 5:00:00 AM,4/19/2025 5:00:00 AM,Saturday,Religion,Jewish,Mischief Hate Cultrl/Rel Prop,Carlingwood West - Glabar Park - McKellar Heights,Sector 14,West,5050025.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
1356,1356,2025,4/21/2025 5:00:00 AM,4/21/2025 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,Ottawa East,Sector 22,Central,5050015.00,Ward 17 - Capital,Shawn Menard,Criminal
1357,1357,2025,4/25/2025 5:00:00 AM,4/25/2025 5:00:00 AM,Friday,Race/Ethnicity,"India,Pakistan/South Asian",Threats Utter To Person,Briar Green - Leslie Park,Sector 15,West,5050137.02,Ward 8 - College,Laine Johnson,Criminal
1358,1358,2025,4/25/2025 5:00:00 AM,4/25/2025 5:00:00 AM,Friday,Religion,Jewish,Harass Harrassment,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.23,Ward 3 - Barrhaven West,David Hill,Non-Criminal
1359,1359,2025,4/25/2025 5:00:00 AM,4/25/2025 5:00:00 AM,Friday,Religion,Jewish,Threats Utter To Person,Westboro,Sector 21,Central,5050045.02,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1360,1360,2025,4/26/2025 5:00:00 AM,4/25/2025 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Elmvale - Eastway - Riverview - Riverview Park West,Sector 33,East,5050008.00,Ward 18 - Alta Vista,Marty Carr,Criminal
1361,1361,2025,4/27/2025 5:00:00 AM,4/27/2025 5:00:00 AM,Sunday,Race/Ethnicity,Black,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050170.09,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
1362,1362,2025,4/28/2025 5:00:00 AM,4/28/2025 5:00:00 AM,Monday,Race/Ethnicity,White,Assault Level 1,Cityview - Skyline - Fisher Heights,Sector 17,West,5050132.00,Ward 9 - Knoxdale-Merivale,Sean Devine,Criminal
1363,1363,2025,4/29/2025 5:00:00 AM,4/29/2025 5:00:00 AM,Tuesday,Religion,Jewish,Mischief To Property,Stittsville,Sector 13,West,5050151.04,Ward 6 - Stittsville,Glen Gower,Criminal
1364,1364,2025,5/2/2025 5:00:00 AM,5/2/2025 5:00:00 AM,Friday,Religion,Jewish,Suspicious Circumstance(S),Hunt Club Upper -Blossom Park - Timbermill,Sector 35,East,5050123.04,Ward 10 - Gloucester-Southgate,Jessica Bradley,Non-Criminal
1365,1365,2025,5/4/2025 5:00:00 AM,5/4/2025 5:00:00 AM,Sunday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.23,Ward 3 - Barrhaven West,David Hill,Criminal
1366,1366,2025,5/5/2025 5:00:00 AM,5/4/2025 5:00:00 AM,Sunday,Race/Ethnicity,Indigenous/Aboriginal,Information (General),Bridlewood - Emerald Meadows,Sector 13,West,5050161.06,Ward 23 - Kanata South,Allan Hubley,Non-Criminal
1367,1367,2025,5/5/2025 5:00:00 AM,5/4/2025 5:00:00 AM,Sunday,Race/Ethnicity,Indigenous/Aboriginal,Assault Level 1,Bridlewood - Emerald Meadows,Sector 13,West,5050161.06,Ward 23 - Kanata South,Allan Hubley,Criminal
1368,1368,2025,5/6/2025 5:00:00 AM,5/6/2025 5:00:00 AM,Tuesday,Religion,Jewish,Mischief To Property,Lebreton Development,Sector 22,Central,5050047.00,Ward 14 - Somerset,Ariel Troster,Criminal
1369,1369,2025,5/6/2025 5:00:00 AM,5/5/2025 5:00:00 AM,Monday,Race/Ethnicity,"India,Pakistan/South Asian",Dispute-Disturbance,Emerald Woods - Sawmill Creek,Sector 35,East,5050123.01,Ward 10 - Gloucester-Southgate,Jessica Bradley,Non-Criminal
1370,1370,2025,5/6/2025 5:00:00 AM,5/3/2025 5:00:00 AM,Saturday,Religion,Jewish,Mischief To Property,Hunt Club - Ottawa Airport,Sector 35,East,5050127.00,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
1371,1371,2025,5/8/2025 5:00:00 AM,5/8/2025 5:00:00 AM,Thursday,Race/Ethnicity,Black,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.07,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
1372,1372,2025,5/8/2025 5:00:00 AM,5/8/2025 5:00:00 AM,Thursday,Religion,Jewish,Mischief To Property,Galetta,Sector 11,West,5050301.00,Ward 5 - West Carleton-March,Clarke Kelly,Criminal
1373,1373,2025,5/9/2025 5:00:00 AM,5/9/2025 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.07,Ward 4 - Kanata North,Cathy Curry,Criminal
1374,1374,2025,5/9/2025 5:00:00 AM,5/9/2025 5:00:00 AM,Friday,Race/Ethnicity,Black,Assault Level 1,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1375,1375,2025,5/9/2025 5:00:00 AM,5/8/2025 5:00:00 AM,Thursday,Immigrants/Newcomers to Canada,Immigrants/Newcomers to Canada,Dispute-Disturbance,Greenbelt - Rideau River West,Sector 16,West,5050141.18,Ward 9 - Knoxdale-Merivale,Sean Devine,Non-Criminal
1376,1376,2025,5/9/2025 5:00:00 AM,4/16/2025 5:00:00 AM,Wednesday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Assault Level 1,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1377,1377,2025,5/11/2025 5:00:00 AM,5/11/2025 5:00:00 AM,Sunday,Sexual Orientation,LGBTQ2+,Assault Level 1,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1378,1378,2025,5/13/2025 5:00:00 AM,5/13/2025 5:00:00 AM,Tuesday,Immigrants/Newcomers to Canada,Immigrants/Newcomers to Canada,Threats Utter To Person,Briar Green - Leslie Park,Sector 15,West,5050137.02,Ward 8 - College,Laine Johnson,Criminal
1379,1379,2025,5/13/2025 5:00:00 AM,5/13/2025 5:00:00 AM,Tuesday,Gender,Woman,Mischief To Property,Carlington,Sector 21,Central,5050022.00,Ward 16 - River,Riley Brockington,Criminal
1380,1380,2025,5/15/2025 5:00:00 AM,5/15/2025 5:00:00 AM,Thursday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Dispute-Disturbance,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Non-Criminal
1381,1381,2025,5/18/2025 5:00:00 AM,5/17/2025 5:00:00 AM,Saturday,Religion,Jewish,Mischief Hate Cultrl/Rel Prop,Carlingwood West - Glabar Park - McKellar Heights,Sector 14,West,5050025.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
1382,1382,2025,5/19/2025 5:00:00 AM,5/17/2025 5:00:00 AM,Saturday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Mischief To Property,Lebreton Development,Sector 22,Central,5050047.00,Ward 14 - Somerset,Ariel Troster,Non-Criminal
1383,1383,2025,5/20/2025 5:00:00 AM,5/20/2025 5:00:00 AM,Tuesday,Race/Ethnicity,Black,Threats Utter To Person,Billings Bridge - Alta Vista,Sector 34,East,5050004.00,Ward 17 - Capital,Shawn Menard,Criminal
1384,1384,2025,5/25/2025 5:00:00 AM,5/24/2025 5:00:00 AM,Saturday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Threats Utter To Person,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1385,1385,2025,5/27/2025 5:00:00 AM,5/27/2025 5:00:00 AM,Tuesday,Race/Ethnicity,Black,Threats Utter To Person,Whitehaven - Queensway Terrace North,Sector 14,West,5050029.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
1386,1386,2025,5/28/2025 5:00:00 AM,5/28/2025 5:00:00 AM,Wednesday,Religion,Sikh,Mischief Hate Cultrl/Rel Prop,Hunt Club South Industrial,Sector 17,West,5050130.01,Ward 9 - Knoxdale-Merivale,Sean Devine,Criminal
1387,1387,2025,6/3/2025 5:00:00 AM,6/3/2025 5:00:00 AM,Tuesday,Religion,Jewish,Mischief To Property,Lowertown,Sector 24,Central,5050056.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1388,1388,2025,6/3/2025 5:00:00 AM,5/30/2025 5:00:00 AM,Friday,Race/Ethnicity,Black,Assault Level 1,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.20,Ward 3 - Barrhaven West,David Hill,Criminal
1389,1389,2025,6/3/2025 5:00:00 AM,5/27/2025 5:00:00 AM,Tuesday,Race/Ethnicity,Other race/ethnicity,Wilful Promotion Of Hatred,Osgoode,Sector 36,East,5050191.02,Ward 20 - Osgoode,Isabelle Skalski,Criminal
1390,1390,2025,6/3/2025 5:00:00 AM,6/3/2025 5:00:00 AM,Tuesday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Wilful Promotion Of Hatred,Osgoode,Sector 36,East,5050191.02,Ward 20 - Osgoode,Isabelle Skalski,Criminal
1391,1391,2025,6/3/2025 5:00:00 AM,5/30/2025 5:00:00 AM,Friday,Race/Ethnicity,White,Assault Level 1,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.20,Ward 3 - Barrhaven West,David Hill,Criminal
1392,1392,2025,6/4/2025 5:00:00 AM,6/3/2025 5:00:00 AM,Tuesday,Sexual Orientation,LGBTQ2+,Wilful Promotion Of Hatred,Osgoode,Sector 36,East,5050191.02,Ward 20 - Osgoode,Isabelle Skalski,Criminal
1393,1393,2025,6/4/2025 5:00:00 AM,6/2/2025 5:00:00 AM,Monday,Religion,Jewish,Wilful Promotion Of Hatred,Osgoode,Sector 36,East,5050191.02,Ward 20 - Osgoode,Isabelle Skalski,Criminal
1394,1394,2025,6/4/2025 5:00:00 AM,6/3/2025 5:00:00 AM,Tuesday,Religion,Jewish,Wilful Promotion Of Hatred,Osgoode,Sector 36,East,5050191.02,Ward 20 - Osgoode,Isabelle Skalski,Criminal
1395,1395,2025,6/4/2025 5:00:00 AM,6/4/2025 5:00:00 AM,Wednesday,Religion,Jewish,Wilful Promotion Of Hatred,Osgoode,Sector 36,East,5050191.02,Ward 20 - Osgoode,Isabelle Skalski,Criminal
1396,1396,2025,6/4/2025 5:00:00 AM,6/2/2025 5:00:00 AM,Monday,Religion,Jewish,Wilful Promotion Of Hatred,Osgoode,Sector 36,East,5050191.02,Ward 20 - Osgoode,Isabelle Skalski,Criminal
1397,1397,2025,6/4/2025 5:00:00 AM,6/3/2025 5:00:00 AM,Tuesday,Religion,Jewish,Wilful Promotion Of Hatred,Osgoode,Sector 36,East,5050191.02,Ward 20 - Osgoode,Isabelle Skalski,Criminal
1398,1398,2025,6/5/2025 5:00:00 AM,6/3/2025 5:00:00 AM,Tuesday,Religion,Jewish,Wilful Promotion Of Hatred,Osgoode,Sector 36,East,5050191.02,Ward 20 - Osgoode,Isabelle Skalski,Criminal
1399,1399,2025,6/5/2025 5:00:00 AM,6/3/2025 5:00:00 AM,Tuesday,Religion,Jewish,Wilful Promotion Of Hatred,Osgoode,Sector 36,East,5050191.02,Ward 20 - Osgoode,Isabelle Skalski,Criminal
1400,1400,2025,6/6/2025 5:00:00 AM,6/6/2025 5:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,Mischief To Property,Osgoode,Sector 36,East,5050191.02,Ward 20 - Osgoode,Isabelle Skalski,Criminal
1401,1401,2025,6/6/2025 5:00:00 AM,6/3/2025 5:00:00 AM,Tuesday,Sexual Orientation,LGBTQ2+,Mischief To Property,Hintonburg - Mechanicsville,Sector 21,Central,5050043.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1402,1402,2025,6/9/2025 5:00:00 AM,6/9/2025 5:00:00 AM,Monday,Sexual Orientation,LGBTQ2+,Suspicious Circumstance(S),Stittsville,Sector 13,West,5050151.10,Ward 6 - Stittsville,Glen Gower,Non-Criminal
1403,1403,2025,6/9/2025 5:00:00 AM,6/9/2025 5:00:00 AM,Monday,Religion,Jewish,Harass Crim Stalking,Lebreton Development,Sector 22,Central,5050047.00,Ward 14 - Somerset,Ariel Troster,Criminal
1404,1404,2025,6/11/2025 5:00:00 AM,6/10/2025 5:00:00 AM,Tuesday,Race/Ethnicity,Black,Mischief To Property,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050007.02,Ward 18 - Alta Vista,Marty Carr,Criminal
1405,1405,2025,6/11/2025 5:00:00 AM,6/11/2025 5:00:00 AM,Wednesday,Sexual Orientation,LGBTQ2+,Mischief To Property,Westboro,Sector 21,Central,5050033.02,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1406,1406,2025,6/11/2025 5:00:00 AM,6/11/2025 5:00:00 AM,Wednesday,Sexual Orientation,LGBTQ2+,Information (General),Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Non-Criminal
1407,1407,2025,6/11/2025 5:00:00 AM,6/10/2025 5:00:00 AM,Tuesday,Gender,LGBTQ2+,Threats Utter To Person,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1408,1408,2025,6/11/2025 5:00:00 AM,6/11/2025 5:00:00 AM,Wednesday,Religion,Jewish,Mischief To Property,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1409,1409,2025,6/12/2025 5:00:00 AM,6/11/2025 5:00:00 AM,Wednesday,Religion,Jewish,Public Incitement Of Hatred,Carlingwood West - Glabar Park - McKellar Heights,Sector 14,West,5050025.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
1410,1410,2025,6/12/2025 5:00:00 AM,6/12/2025 5:00:00 AM,Thursday,Race/Ethnicity,Black,Mischief To Property,Carson Grove - Carson Meadows,Sector 32,East,5050062.01,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
1411,1411,2025,6/14/2025 5:00:00 AM,6/14/2025 5:00:00 AM,Saturday,Race/Ethnicity,Black,Threats Utter To Person,Briar Green - Leslie Park,Sector 15,West,5050137.02,Ward 8 - College,Laine Johnson,Criminal
1412,1412,2025,6/15/2025 5:00:00 AM,6/11/2025 5:00:00 AM,Wednesday,Race/Ethnicity,Black,Assault Under 16,Orléans Chapel Hill,Sector 31,East,5050125.07,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
